-2,4587872804238914900374565722982437636.79820197763
-1.9,237255683342865677859337278455934398508725813028444.97414204974
-1.8,183864358790042816079477719226332712670544946041762752837860995847095.59480064255
-1.7,525165285312899243544360981906703671178063859844692073037410159674539444782763162329008125860280.46137121263
-1.6,5241015839622391506007419223514374619358265780497149264836360520662050999691969142189310510977901627840039935198068151881465169031800126474491170733555020927915287657.79996119672
-1.5,13194331674823298656859341447712328773970246897637128980874515685740208633638828119905428615803621317272415221297389148948515.69792891836
-1.4,27108536958713338969709424178095386887624856502489395815756706307298813402574399552.38544065882
-1.3,1282491615939462995387525381153770950786317730471372521467798.66830894139
-1.2,205129955781394008667559581399902434863341931.14627422168
-1.1,47579367814367390180857435598722.46137173448
-1.0,601798414980598443042.18425464357
-0.9,70130702587.52938339501
-0.8,23.44002704378
-0.7,8.91E-9
-0.6,0E-11
-0.5,0E-11
-0.4,0E-11
-0.3,0E-11
-0.2,0E-11
-0.1,0E-11
0.0,0E-11
0.1,-0.10640759201
0.2,-0.15223484747
0.3,-0.20350338001
0.4,-0.26739606392
0.5,-0.35347836937
0.6,-0.47964026027
0.7,-0.68693509105
0.8,-1.09800410379
0.9,-2.32546826121
1.0,null
1.1,2.57068589756
1.2,1.34384841471
1.3,0.93386397568
1.4,0.72818054053
1.5,0.60427526357
1.6,0.52129924078
1.7,0.46174046454
1.8,0.41683922028
1.9,0.38172634049
2.0,0.35347849719
